,Carburant,Hybride,Puissance maximale (kW),type_boite,nombre_vitesses,CO2 (g/km),Carrosserie,gamme,masse vide moyenne
16502,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2693.5
16506,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2693.5
16510,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2693.5
16514,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2693.5
16520,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2693.5
16521,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2693.5
16527,GO,non,95.0,M,6,215.0,MINIBUS,MOY-INFER,2693.5
16528,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2693.5
16538,GO,non,95.0,M,6,224.0,MINIBUS,MOY-INFER,2693.5
16544,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2693.5
16556,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2693.5
16558,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2693.5
16570,GO,non,95.0,A,7,218.0,MINIBUS,MOY-INFER,2693.5
16572,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2693.5
16584,GO,non,95.0,A,7,224.0,MINIBUS,MOY-INFER,2693.5
16586,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2685.0
16590,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2685.0
16594,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2685.0
16598,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2685.0
16605,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2685.0
16612,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2685.0
16624,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2685.0
16628,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2685.0
16642,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2685.0
16656,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2685.0
17015,GO,non,120.0,M,6,208.0,MINIBUS,MOY-INFER,2063.5
17018,GO,non,120.0,M,6,216.0,MINIBUS,MOY-INFER,2063.5
17024,GO,non,120.0,A,7,208.0,MINIBUS,MOY-INFER,2063.5
17027,GO,non,120.0,A,7,211.0,MINIBUS,MOY-INFER,2063.5
17078,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2467.5
17085,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2467.5
17090,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2467.5
17097,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2467.5
17219,GO,non,120.0,M,6,215.0,MINIBUS,MOY-INFER,2635.5
17232,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2635.5
17244,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2635.5
17257,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2635.5
17259,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2693.5
17263,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2693.5
17267,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2693.5
17269,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2693.5
17275,GO,non,120.0,M,6,215.0,MINIBUS,MOY-INFER,2693.5
17276,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2693.5
17288,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2693.5
17290,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2693.5
17294,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2693.5
17300,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2693.5
17301,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2693.5
17313,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2693.5
17315,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2685.0
17319,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2685.0
17323,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2685.0
17325,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2685.0
17332,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2685.0
17346,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2685.0
17350,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2685.0
17357,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2685.0
17513,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2693.5
17569,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2693.5
17631,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2685.0
17695,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2712.0
17699,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2712.0
17703,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2712.0
17709,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2712.0
17711,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2712.0
17715,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2706.5
17723,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2706.5
17731,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2706.5
17743,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2706.5
17747,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2706.5
17833,GO,non,140.0,M,6,258.0,MINIBUS,MOY-INFER,2712.0
17841,GO,non,140.0,A,7,262.0,MINIBUS,MOY-INFER,2712.0
17883,GO,non,120.0,A,5,211.0,MINIBUS,MOY-SUPER,2050.0
17887,GO,non,120.0,A,5,213.0,MINIBUS,MOY-SUPER,2130.5
17891,GO,non,120.0,A,5,216.0,MINIBUS,MOY-SUPER,2268.0
17892,GO,non,120.0,A,5,216.0,MINIBUS,MOY-SUPER,2230.5
17896,GO,non,120.0,A,5,208.0,MINIBUS,MOY-SUPER,2050.0
17906,GO,non,120.0,A,5,211.0,MINIBUS,MOY-SUPER,2130.5
17916,GO,non,120.0,A,5,214.0,MINIBUS,MOY-SUPER,2268.0
17919,GO,non,120.0,A,5,214.0,MINIBUS,MOY-SUPER,2230.5
18057,GO,non,120.0,M,6,190.0,MINIBUS,MOY-SUPER,2050.0
18061,GO,non,120.0,M,6,192.0,MINIBUS,MOY-SUPER,2130.5
18065,GO,non,120.0,M,6,195.0,MINIBUS,MOY-SUPER,2268.0
18066,GO,non,120.0,M,6,195.0,MINIBUS,MOY-SUPER,2230.5
18069,GO,non,120.0,M,6,198.0,MINIBUS,MOY-SUPER,2050.0
18081,GO,non,120.0,M,6,200.0,MINIBUS,MOY-SUPER,2130.5
18093,GO,non,120.0,M,6,203.0,MINIBUS,MOY-SUPER,2268.0
18096,GO,non,120.0,M,6,203.0,MINIBUS,MOY-SUPER,2230.5
18106,GO,non,120.0,M,6,187.0,MINIBUS,MOY-SUPER,2050.0
18120,GO,non,120.0,M,6,190.0,MINIBUS,MOY-SUPER,2130.5
18134,GO,non,120.0,M,6,193.0,MINIBUS,MOY-SUPER,2268.0
18138,GO,non,120.0,M,6,193.0,MINIBUS,MOY-SUPER,2230.5
18483,GO,non,120.0,A,5,211.0,MINIBUS,MOY-SUPER,2062.5
18496,GO,non,120.0,A,5,208.0,MINIBUS,MOY-SUPER,2062.5
18657,GO,non,120.0,M,6,190.0,MINIBUS,MOY-SUPER,2062.5
18669,GO,non,120.0,M,6,198.0,MINIBUS,MOY-SUPER,2062.5
18706,GO,non,120.0,M,6,187.0,MINIBUS,MOY-SUPER,2062.5
19083,GO,non,120.0,A,5,211.0,MINIBUS,MOY-SUPER,2075.0
19096,GO,non,120.0,A,5,208.0,MINIBUS,MOY-SUPER,2075.0
19257,GO,non,120.0,M,6,190.0,MINIBUS,MOY-SUPER,2075.0
19269,GO,non,120.0,M,6,198.0,MINIBUS,MOY-SUPER,2075.0
19306,GO,non,120.0,M,6,187.0,MINIBUS,MOY-SUPER,2075.0
19691,GO,non,120.0,A,5,216.0,MINIBUS,MOY-SUPER,2270.5
19695,GO,non,120.0,A,5,216.0,MINIBUS,MOY-SUPER,2470.5
19696,GO,non,120.0,A,5,216.0,MINIBUS,MOY-SUPER,2440.5
19699,GO,non,120.0,A,5,216.0,MINIBUS,MOY-SUPER,2593.0
19723,GO,non,120.0,A,5,214.0,MINIBUS,MOY-SUPER,2270.5
19733,GO,non,120.0,A,5,214.0,MINIBUS,MOY-SUPER,2470.5
19735,GO,non,120.0,A,5,214.0,MINIBUS,MOY-SUPER,2440.5
19743,GO,non,120.0,A,5,214.0,MINIBUS,MOY-SUPER,2593.0
19957,GO,non,120.0,M,6,195.0,MINIBUS,MOY-SUPER,2270.5
19961,GO,non,120.0,M,6,195.0,MINIBUS,MOY-SUPER,2470.5
19962,GO,non,120.0,M,6,195.0,MINIBUS,MOY-SUPER,2440.5
19965,GO,non,120.0,M,6,195.0,MINIBUS,MOY-SUPER,2593.0
19991,GO,non,120.0,M,6,203.0,MINIBUS,MOY-SUPER,2270.5
20003,GO,non,120.0,M,6,203.0,MINIBUS,MOY-SUPER,2470.5
20006,GO,non,120.0,M,6,203.0,MINIBUS,MOY-SUPER,2440.5
20015,GO,non,120.0,M,6,203.0,MINIBUS,MOY-SUPER,2593.0
20051,GO,non,120.0,M,6,193.0,MINIBUS,MOY-SUPER,2270.5
20065,GO,non,120.0,M,6,193.0,MINIBUS,MOY-SUPER,2470.5
20068,GO,non,120.0,M,6,193.0,MINIBUS,MOY-SUPER,2440.5
20079,GO,non,120.0,M,6,193.0,MINIBUS,MOY-SUPER,2593.0
22413,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2145.0
22417,GO,non,120.0,A,5,234.0,MINIBUS,MOY-SUPER,2268.0
22418,GO,non,120.0,A,5,234.0,MINIBUS,MOY-SUPER,2230.5
22422,GO,non,120.0,A,5,230.0,MINIBUS,MOY-SUPER,2145.0
22432,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2268.0
22435,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2230.5
22501,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2157.5
22510,GO,non,120.0,A,5,230.0,MINIBUS,MOY-SUPER,2157.5
22589,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2170.0
22598,GO,non,120.0,A,5,230.0,MINIBUS,MOY-SUPER,2170.0
22681,GO,non,120.0,A,5,234.0,MINIBUS,MOY-SUPER,2270.5
22685,GO,non,120.0,A,5,234.0,MINIBUS,MOY-SUPER,2470.5
22686,GO,non,120.0,A,5,234.0,MINIBUS,MOY-SUPER,2440.5
22689,GO,non,120.0,A,5,234.0,MINIBUS,MOY-SUPER,2593.0
22705,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2270.5
22717,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2470.5
22720,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2440.5
22729,GO,non,120.0,A,5,232.0,MINIBUS,MOY-SUPER,2593.0
23223,GO,non,100.0,A,5,211.0,MINIBUS,MOY-SUPER,2050.0
23227,GO,non,100.0,A,5,213.0,MINIBUS,MOY-SUPER,2130.5
23231,GO,non,100.0,A,5,216.0,MINIBUS,MOY-SUPER,2268.0
23232,GO,non,100.0,A,5,216.0,MINIBUS,MOY-SUPER,2230.5
23236,GO,non,100.0,A,5,208.0,MINIBUS,MOY-SUPER,2050.0
23246,GO,non,100.0,A,5,211.0,MINIBUS,MOY-SUPER,2130.5
23256,GO,non,100.0,A,5,214.0,MINIBUS,MOY-SUPER,2268.0
23259,GO,non,100.0,A,5,214.0,MINIBUS,MOY-SUPER,2230.5
23397,GO,non,100.0,M,6,190.0,MINIBUS,MOY-SUPER,2050.0
23401,GO,non,100.0,M,6,192.0,MINIBUS,MOY-SUPER,2130.5
23405,GO,non,100.0,M,6,195.0,MINIBUS,MOY-SUPER,2268.0
23406,GO,non,100.0,M,6,195.0,MINIBUS,MOY-SUPER,2230.5
23409,GO,non,100.0,M,6,198.0,MINIBUS,MOY-SUPER,2050.0
23415,GO,non,100.0,M,6,200.0,MINIBUS,MOY-SUPER,2130.5
23421,GO,non,100.0,M,6,203.0,MINIBUS,MOY-SUPER,2268.0
23424,GO,non,100.0,M,6,203.0,MINIBUS,MOY-SUPER,2230.5
23428,GO,non,100.0,M,6,187.0,MINIBUS,MOY-SUPER,2050.0
23437,GO,non,100.0,M,6,190.0,MINIBUS,MOY-SUPER,2130.5
23446,GO,non,100.0,M,6,193.0,MINIBUS,MOY-SUPER,2268.0
23450,GO,non,100.0,M,6,193.0,MINIBUS,MOY-SUPER,2230.5
23646,GO,non,100.0,A,5,211.0,MINIBUS,MOY-SUPER,2062.5
23659,GO,non,100.0,A,5,208.0,MINIBUS,MOY-SUPER,2062.5
23820,GO,non,100.0,M,6,190.0,MINIBUS,MOY-SUPER,2062.5
23832,GO,non,100.0,M,6,198.0,MINIBUS,MOY-SUPER,2062.5
23851,GO,non,100.0,M,6,187.0,MINIBUS,MOY-SUPER,2062.5
24069,GO,non,100.0,A,5,211.0,MINIBUS,MOY-SUPER,2075.0
24082,GO,non,100.0,A,5,208.0,MINIBUS,MOY-SUPER,2075.0
24243,GO,non,100.0,M,6,190.0,MINIBUS,MOY-SUPER,2075.0
24255,GO,non,100.0,M,6,198.0,MINIBUS,MOY-SUPER,2075.0
24274,GO,non,100.0,M,6,187.0,MINIBUS,MOY-SUPER,2075.0
24512,GO,non,100.0,A,5,216.0,MINIBUS,MOY-SUPER,2270.5
24514,GO,non,100.0,A,5,214.0,MINIBUS,MOY-SUPER,2270.5
24522,GO,non,100.0,A,5,216.0,MINIBUS,MOY-SUPER,2470.5
24524,GO,non,100.0,A,5,214.0,MINIBUS,MOY-SUPER,2470.5
24525,GO,non,100.0,A,5,216.0,MINIBUS,MOY-SUPER,2440.5
24526,GO,non,100.0,A,5,214.0,MINIBUS,MOY-SUPER,2440.5
24532,GO,non,100.0,A,5,216.0,MINIBUS,MOY-SUPER,2593.0
24534,GO,non,100.0,A,5,214.0,MINIBUS,MOY-SUPER,2593.0
24752,GO,non,100.0,M,6,203.0,MINIBUS,MOY-SUPER,2270.5
24758,GO,non,100.0,M,6,203.0,MINIBUS,MOY-SUPER,2470.5
24761,GO,non,100.0,M,6,203.0,MINIBUS,MOY-SUPER,2440.5
24764,GO,non,100.0,M,6,203.0,MINIBUS,MOY-SUPER,2593.0
24785,GO,non,100.0,M,6,195.0,MINIBUS,MOY-SUPER,2270.5
24787,GO,non,100.0,M,6,193.0,MINIBUS,MOY-SUPER,2270.5
24794,GO,non,100.0,M,6,195.0,MINIBUS,MOY-SUPER,2470.5
24796,GO,non,100.0,M,6,193.0,MINIBUS,MOY-SUPER,2470.5
24798,GO,non,100.0,M,6,195.0,MINIBUS,MOY-SUPER,2440.5
24799,GO,non,100.0,M,6,193.0,MINIBUS,MOY-SUPER,2440.5
24803,GO,non,100.0,M,6,195.0,MINIBUS,MOY-SUPER,2593.0
24805,GO,non,100.0,M,6,193.0,MINIBUS,MOY-SUPER,2593.0
26310,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2145.0
26314,GO,non,100.0,A,5,234.0,MINIBUS,MOY-SUPER,2268.0
26315,GO,non,100.0,A,5,234.0,MINIBUS,MOY-SUPER,2230.5
26319,GO,non,100.0,A,5,230.0,MINIBUS,MOY-SUPER,2145.0
26329,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2268.0
26332,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2230.5
26398,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2157.5
26407,GO,non,100.0,A,5,230.0,MINIBUS,MOY-SUPER,2157.5
26486,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2170.0
26495,GO,non,100.0,A,5,230.0,MINIBUS,MOY-SUPER,2170.0
26586,GO,non,100.0,A,5,234.0,MINIBUS,MOY-SUPER,2270.5
26588,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2270.5
26598,GO,non,100.0,A,5,234.0,MINIBUS,MOY-SUPER,2470.5
26600,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2470.5
26601,GO,non,100.0,A,5,234.0,MINIBUS,MOY-SUPER,2440.5
26603,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2440.5
26610,GO,non,100.0,A,5,234.0,MINIBUS,MOY-SUPER,2593.0
26612,GO,non,100.0,A,5,232.0,MINIBUS,MOY-SUPER,2593.0
27078,GO,non,165.0,A,5,223.0,MINIBUS,MOY-SUPER,2050.0
27079,GO,non,165.0,A,5,221.0,MINIBUS,MOY-SUPER,2050.0
27088,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2130.5
27089,GO,non,165.0,A,5,221.0,MINIBUS,MOY-SUPER,2130.5
27098,GO,non,165.0,A,5,226.0,MINIBUS,MOY-SUPER,2268.0
27099,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2268.0
27100,GO,non,165.0,A,5,226.0,MINIBUS,MOY-SUPER,2230.5
27102,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2230.5
27252,GO,non,165.0,A,5,223.0,MINIBUS,MOY-SUPER,2062.5
27253,GO,non,165.0,A,5,221.0,MINIBUS,MOY-SUPER,2062.5
27426,GO,non,165.0,A,5,223.0,MINIBUS,MOY-SUPER,2075.0
27427,GO,non,165.0,A,5,221.0,MINIBUS,MOY-SUPER,2075.0
27620,GO,non,165.0,A,5,226.0,MINIBUS,MOY-SUPER,2270.5
27622,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2270.5
27630,GO,non,165.0,A,5,226.0,MINIBUS,MOY-SUPER,2470.5
27632,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2470.5
27633,GO,non,165.0,A,5,226.0,MINIBUS,MOY-SUPER,2440.5
27634,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2440.5
27640,GO,non,165.0,A,5,226.0,MINIBUS,MOY-SUPER,2593.0
27642,GO,non,165.0,A,5,224.0,MINIBUS,MOY-SUPER,2593.0
28398,ES,non,190.0,A,5,279.0,MINIBUS,MOY-SUPER,2050.0
28408,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2130.5
28418,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2268.0
28420,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2230.5
28482,ES,non,190.0,A,5,279.0,MINIBUS,MOY-SUPER,2062.5
28566,ES,non,190.0,A,5,279.0,MINIBUS,MOY-SUPER,2075.0
28670,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2270.5
28680,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2470.5
28683,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2440.5
28690,ES,non,190.0,A,5,284.0,MINIBUS,MOY-SUPER,2593.0
31914,GO,non,70.0,M,6,206.0,MINIBUS,MOY-INFER,2025.5
31917,GO,non,70.0,M,6,208.0,MINIBUS,MOY-INFER,2130.5
31920,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2230.5
31921,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2193.0
31923,GO,non,70.0,M,6,195.0,MINIBUS,MOY-INFER,2025.5
31924,GO,non,70.0,M,6,198.0,MINIBUS,MOY-INFER,2025.5
31927,GO,non,70.0,M,6,198.0,MINIBUS,MOY-INFER,2130.5
31928,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2130.5
31931,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2230.5
31932,GO,non,70.0,M,6,203.0,MINIBUS,MOY-INFER,2193.0
31934,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2193.0
32298,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2270.5
32301,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2440.5
32302,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2403.0
32312,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2270.5
32313,GO,non,70.0,M,6,203.0,MINIBUS,MOY-INFER,2270.5
32316,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2440.5
32317,GO,non,70.0,M,6,203.0,MINIBUS,MOY-INFER,2403.0
32319,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2403.0
32721,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2470.5
32724,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2630.5
32725,GO,non,70.0,M,6,211.0,MINIBUS,MOY-INFER,2593.0
32736,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2470.5
32737,GO,non,70.0,M,6,203.0,MINIBUS,MOY-INFER,2470.5
32739,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2630.5
32740,GO,non,70.0,M,6,203.0,MINIBUS,MOY-INFER,2593.0
32741,GO,non,70.0,M,6,200.0,MINIBUS,MOY-INFER,2593.0
32832,GO,non,120.0,A,5,211.0,MINIBUS,MOY-INFER,2025.5
32834,GO,non,120.0,A,5,213.0,MINIBUS,MOY-INFER,2130.5
32836,GO,non,120.0,A,5,216.0,MINIBUS,MOY-INFER,2193.0
32838,GO,non,120.0,A,5,208.0,MINIBUS,MOY-INFER,2025.5
32846,GO,non,120.0,A,5,211.0,MINIBUS,MOY-INFER,2130.5
32854,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2230.5
32857,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2193.0
32958,GO,non,120.0,M,6,190.0,MINIBUS,MOY-INFER,2025.5
32960,GO,non,120.0,M,6,192.0,MINIBUS,MOY-INFER,2130.5
32962,GO,non,120.0,M,6,195.0,MINIBUS,MOY-INFER,2193.0
32964,GO,non,120.0,M,6,198.0,MINIBUS,MOY-INFER,2025.5
32974,GO,non,120.0,M,6,200.0,MINIBUS,MOY-INFER,2130.5
32984,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2230.5
32986,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2193.0
32994,GO,non,120.0,M,6,187.0,MINIBUS,MOY-INFER,2025.5
33006,GO,non,120.0,M,6,190.0,MINIBUS,MOY-INFER,2130.5
33018,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2230.5
33022,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2193.0
34222,GO,non,120.0,A,5,216.0,MINIBUS,MOY-INFER,2270.5
34224,GO,non,120.0,A,5,216.0,MINIBUS,MOY-INFER,2403.0
34242,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2270.5
34250,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2440.5
34253,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2403.0
34390,GO,non,120.0,M,6,195.0,MINIBUS,MOY-INFER,2270.5
34392,GO,non,120.0,M,6,195.0,MINIBUS,MOY-INFER,2403.0
34414,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2270.5
34424,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2440.5
34426,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2403.0
34458,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2270.5
34470,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2440.5
34474,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2403.0
36084,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2470.5
36085,GO,non,120.0,A,5,216.0,MINIBUS,MOY-INFER,2470.5
36090,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2630.5
36091,GO,non,120.0,A,5,216.0,MINIBUS,MOY-INFER,2593.0
36092,GO,non,120.0,A,5,214.0,MINIBUS,MOY-INFER,2593.0
36156,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2470.5
36166,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2630.5
36168,GO,non,120.0,M,6,203.0,MINIBUS,MOY-INFER,2593.0
36206,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2470.5
36208,GO,non,120.0,M,6,195.0,MINIBUS,MOY-INFER,2470.5
36216,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2630.5
36218,GO,non,120.0,M,6,195.0,MINIBUS,MOY-INFER,2593.0
36219,GO,non,120.0,M,6,193.0,MINIBUS,MOY-INFER,2593.0
36586,GO,non,120.0,A,5,229.0,MINIBUS,MOY-INFER,2025.5
36588,GO,non,120.0,A,5,232.0,MINIBUS,MOY-INFER,2130.5
36590,GO,non,120.0,A,5,234.0,MINIBUS,MOY-INFER,2193.0
36592,GO,non,120.0,A,5,227.0,MINIBUS,MOY-INFER,2030.0
36600,GO,non,120.0,A,5,230.0,MINIBUS,MOY-INFER,2130.5
36608,GO,non,120.0,A,5,232.0,MINIBUS,MOY-INFER,2230.5
36611,GO,non,120.0,A,5,232.0,MINIBUS,MOY-INFER,2193.0
36694,GO,non,120.0,A,5,227.0,MINIBUS,MOY-INFER,2042.5
36796,GO,non,120.0,A,5,227.0,MINIBUS,MOY-INFER,2055.0
36896,GO,non,120.0,A,5,234.0,MINIBUS,MOY-INFER,2270.5
36898,GO,non,120.0,A,5,234.0,MINIBUS,MOY-INFER,2403.0
36916,GO,non,120.0,A,5,232.0,MINIBUS,MOY-INFER,2270.5
36924,GO,non,120.0,A,5,232.0,MINIBUS,MOY-INFER,2440.5
36927,GO,non,120.0,A,5,232.0,MINIBUS,MOY-INFER,2403.0
37300,GO,non,100.0,A,5,208.0,MINIBUS,MOY-INFER,2025.5
37301,GO,non,100.0,A,5,211.0,MINIBUS,MOY-INFER,2025.5
37308,GO,non,100.0,A,5,211.0,MINIBUS,MOY-INFER,2130.5
37309,GO,non,100.0,A,5,213.0,MINIBUS,MOY-INFER,2130.5
37316,GO,non,100.0,A,5,214.0,MINIBUS,MOY-INFER,2230.5
37317,GO,non,100.0,A,5,216.0,MINIBUS,MOY-INFER,2193.0
37319,GO,non,100.0,A,5,214.0,MINIBUS,MOY-INFER,2193.0
37444,GO,non,100.0,M,6,198.0,MINIBUS,MOY-INFER,2025.5
37449,GO,non,100.0,M,6,200.0,MINIBUS,MOY-INFER,2130.5
37454,GO,non,100.0,M,6,203.0,MINIBUS,MOY-INFER,2230.5
37456,GO,non,100.0,M,6,203.0,MINIBUS,MOY-INFER,2193.0
37459,GO,non,100.0,M,6,187.0,MINIBUS,MOY-INFER,2025.5
37461,GO,non,100.0,M,6,190.0,MINIBUS,MOY-INFER,2025.5
37466,GO,non,100.0,M,6,190.0,MINIBUS,MOY-INFER,2130.5
37468,GO,non,100.0,M,6,192.0,MINIBUS,MOY-INFER,2130.5
37473,GO,non,100.0,M,6,193.0,MINIBUS,MOY-INFER,2230.5
37475,GO,non,100.0,M,6,195.0,MINIBUS,MOY-INFER,2193.0
37477,GO,non,100.0,M,6,193.0,MINIBUS,MOY-INFER,2193.0
38396,GO,non,100.0,A,5,214.0,MINIBUS,MOY-INFER,2270.5
38397,GO,non,100.0,A,5,216.0,MINIBUS,MOY-INFER,2270.5
38404,GO,non,100.0,A,5,214.0,MINIBUS,MOY-INFER,2440.5
